,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
8982,12783720,,,,3,3,,5,3,,,2411,2411,,,,,6037,,3,,,,2,33989468,-118034390,10501,,,,,,010G,261,WHR1*,60375015.03,14634,3101,,96169,0,,,,1,,,1909,,,82000,205000,2016,123000,2913.85,,,6.0375E+13
8983,12784149,,,,3,5,,3,3,,,3426,,,3426,,,6037,,3,,,,7,33981240,-118030179,10299,,,,,,300,247,WHR4*,60375015.04,14634,3101,,96169,0,,,,3,,,1903,,,332661,705452,2016,372791,9126.8,,,6.0375E+13
8984,12784371,,,,3,4,,8,3,,,2026,2026,,,,,6037,,3,,,,2,33983998,-118024149,16211,1,,,,1,101,261,WHR1YY,60375016.01,14634,3101,,96169,0,,,,1,,,1962,,,186212,402004,2016,215792,5123.43,,,6.0375E+13
8985,12784617,,,,2,3,,5,2,,,1884,1884,,,,,6037,,2,,,,7,33980725,-118029893,6166,,,,,,100,261,WHR4*,60375016,14634,3101,,96169,0,,,,1,,,1922,,,88322,251602,2016,163280,3444.93,,,6.0375E+13
8986,12785670,,,,8,10,,6,8,,,4244,,,4244,,,6037,,8,,,,,33975583,-118041513,6119,,,,,,400,248,WHC2*,60375014,14634,3101,,96170,0,,,,4,,,1979,,,456347,611720,2016,155373,8253.68,,,6.0375E+13
8987,12786173,,,,1,2,,3,1,,,746,746,,,,,6037,,1,,,,7,33985759,-118046890,6819,,,,,,100,261,WHR2YY,60375014,14634,3101,,96169,0,,,,1,,,1924,,,63840,217071,2016,153231,2888.53,,,6.0375E+13
8988,12786242,,,,1,2,,5,1,,,1024,1024,,,,,6037,,1,,,,7,33983403,-118044424,5961,,,,,,100,261,WHR2YY,60375014,14634,3101,,96169,0,,,,1,,,1923,,,42837,214212,2016,171375,2950.11,,,6.0375E+13
8989,12786380,,,,2,2,,4,2,,,1877,,,1877,,,6037,,2,,,,,33983956,-118041977,6240,,,,,,200,246,WHR2YY,60375014,14634,3101,,96169,0,,,,2,,,1905,,,108779,380733,2016,271954,5180.55,,,6.0375E+13
8990,12786961,,,,1,2,,4,1,,,878,878,,,,,6037,,1,,,,7,33971580,-118039301,4633,,,,,,100,261,WHR4*,60375018.03,14634,3101,,96170,0,,,,1,,,1940,,,72058,360304,2016,288246,4552.53,Y,7,6.0375E+13
8991,12787083,,,,5,7,,5,5,,,3190,,,3190,,,6037,,5,,,,7,33971508,-118037357,6792,,,,,,300,247,WHR3*,60375018.03,14634,3101,,96170,0,,,,3,,,1922,,,181893,303150,2016,121257,4462.23,,,6.0375E+13
8992,12787585,,,,1,1,,4,1,,,600,600,,,,,6037,,1,,,,7,33969710,-118027985,6615,,,,,,100,261,WHR1YY,60375018.02,14634,3101,,96170,0,,,,1,,,1947,,,20893,45309,2016,24416,815.65,,,6.0375E+13
8993,12788411,,,,1,3,,6,1,,,1366,1366,,,,,6037,,1,,,,2,33967680,-118025272,5948,,,,,,100,261,WHR106,60375017,14634,3101,,96170,0,,,,1,,,1951,,,42430,66009,2016,23579,1082.07,,,6.0375E+13
8994,12788680,,,,2,3,,6,2,,,1433,1433,,,,,6037,,2,,,,7,33961048,-118024317,7118,1,,,,1,101,261,WHR106,60375017,14634,3101,,96173,0,,,,1,,,1951,,,80832,165037,2016,84205,2295.77,,,6.0375E+13
8995,12789179,,,,3,3,,7,3,,,1983,1983,,,,,6037,,3,,,,2,33969022,-118018902,9857,,,,,,100,261,WHR110000*,60375016,14634,3101,,96170,0,,,,1,,,1958,,,209499,410522,2016,201023,5181.37,Y,15,6.0375E+13
8996,12789279,,,,2,3,,6,2,,,1545,1545,,,,,6037,,2,,,,2,33966994,-118016522,10586,,,,,,100,261,WHR106,60375017,14634,3101,,96170,0,,,,1,,,1951,,,199395,568539,2016,369144,6835.92,,,6.0375E+13
8997,12789379,1,,,2,3,,8,2,,,2289,2289,,,,,6037,,2,,,,2,33968668,-118015412,16171,,,,,,100,261,WHR110,60375016,14634,3101,,96170,0,,,,1,,,1950,,,224926,543996,2016,319070,6601.17,,,6.0375E+13
8998,12789402,1,,,4,5,,7,4,,,3618,3618,,,,,6037,,4,,,,2,33969855,-118014927,23234,,,,,,100,261,WHR112,60375016,14634,3101,,96170,0,,,,1,,,1948,,,416000,1068000,2016,652000,12564.52,,,6.0375E+13
8999,12789502,,,,2,3,,8,2,,,1917,1917,,,,,6037,,2,,,,2,33967080,-118012478,8321,,,,,,100,261,WHR110,60375016,14634,3101,,96170,0,,,,1,,,1952,,,200208,328901,2016,128693,4305.4,,,6.0375E+13
9000,12789625,,,,2,4,,8,2,,,1819,1819,,,,,6037,,2,,,,2,33962222,-118014600,12422,1,,,,1,101,261,WHR110,60375017,14634,3101,,96170,0,,,,1,,,1953,,,158211,323303,2016,165092,4140.97,,,6.0375E+13
9001,12789748,1,,,2,2,,7,2,,,2430,2430,,,,,6037,,2,,,,2,33959369,-118008484,23361,1,,,,1,101,261,WHRE20000*,60375002.02,14634,3101,,96173,0,,,,1,,,1949,,,143698,179703,2016,36005,7455.2,,,6.0375E+13
9002,12790215,,,,1,2,,6,1,,,781,781,,,,,6037,,1,,,,7,33953678,-118012441,31680,,,,,,010E,266,WHR4*,60375002.02,14634,3101,,96173,0,,,,1,,,1960,,,77960,97433,2016,19473,1410.51,,,6.0375E+13
9003,12790330,,,,2,3,,6,2,,,1269,1269,,,,,6037,,2,,,,7,33951966,-118011054,9932,,,,,,100,261,WHR110,60375002.02,14634,3101,,96173,0,,,,1,,,1951,,,106047,261392,2016,155345,3308.81,,,6.0375E+13
9004,12791473,1,,,1,3,,4,1,,,1377,1377,,,,,6037,,1,,,,2,33940116,-118013894,5828,,,,,,100,261,LCRA6000*,60375033.02,118225,3101,,96172,0,,,,1,,,1952,,,90934,149197,2016,58263,2013.06,,,6.0375E+13
9005,12791596,,,,2,3,,6,2,,,1544,1544,,,,,6037,,2,,,,7,33942903,-118017352,5911,,,,,,100,261,LCRA6000*,60375033.02,118225,3101,,96172,0,,,,1,,,1953,,,109685,246935,2016,137250,3108.89,,,6.0375E+13
9006,12791742,1,,,2,3,,6,2,,,1702,1702,,,,,6037,,2,,,,2,33939443,-118016133,5099,,,,,,100,261,LCR105,60375033.02,118225,3101,,96172,0,,,,1,,,1964,,,113177,173562,2016,60385,2292.12,Y,15,6.0375E+13
9007,12791788,,,,2,4,,6,2,,,1794,1794,,,,,6037,,2,,,,2,33940328,-118015419,4989,,,,,,100,261,LCR15000*,60375033.02,118225,3101,,96172,0,,,,1,,,1964,,,56307,89219,2016,32912,1360.75,,,6.0375E+13
9008,12791934,,,,1,3,,4,1,,,1008,1008,,,,,6037,,1,,,,7,33941292,-118023531,6046,,,,,,100,261,LCR1VV,60375033.02,118225,3101,,96172,0,,,,1,,,1953,,,24208,56697,2016,32489,1054.25,,,6.0375E+13
9009,12792229,,,,2,4,,6,2,,,1386,1386,,,,,6037,,2,,,,2,33937302,-118017962,6496,,,,,,100,261,LCRA06,60375033.02,118225,3101,,96172,0,,,,1,,,1956,,,193851,464953,2016,271102,5595.47,,,6.0375E+13
9010,12792459,,,,2,4,,6,2,,,1376,1376,,,,,6037,,2,,,,2,33932434,-118020594,5667,,,,,,100,261,LCRA06,60375032.01,118225,3101,,96172,0,,,,1,,,1954,,,35181,66219,2016,31038,1175.45,,,6.0375E+13
9011,12792559,,,,2,4,,4,2,,,1102,1102,,,,,6037,,2,,,,7,33933015,-118022843,6195,,,,,,100,261,LCRA06,60375032.01,118225,3101,,96172,0,,,,1,,,1953,,,109000,439000,2016,330000,5297.81,,,6.0375E+13
9012,12793020,1,,,2,3,,6,2,,,1164,1164,,,,,6037,,2,,,,2,33931824,-118030051,6569,1,,,,1,101,261,LCRA06,60375032.01,118225,3101,,96172,0,,,,1,,,1960,,,98011,160737,2016,62726,2139.67,,,6.0375E+13
9013,12793120,,,,1,3,,4,1,,,1065,1065,,,,,6037,,1,,,,7,33934500,-118027277,5916,,,,,,100,261,LCR1YY,60375032.01,118225,3101,,96172,0,,,,1,,,1950,,,88445,244548,2016,156103,3061.88,,,6.0375E+13
9014,12793220,1,,,2,3,,8,2,,,1598,1598,,,,,6037,,2,,,,2,33936354,-118023622,7931,,,,,,100,261,LCRA6000*,60375032.01,118225,3101,,96172,0,,,,1,,,1984,,,162878,384198,2016,221320,4636.91,,,6.0375E+13
9015,12793381,,,,2,3,,6,2,,,1176,1176,,,,,6037,,2,,,,2,33937477,-118026789,11519,,,,,,100,261,LCRA6000*,60375032.01,118225,3101,,96172,0,,,,1,,,1955,,,100794,158087,2016,57293,2076.41,,,6.0375E+13
9016,12793427,,,,2,4,,4,2,,,1463,1463,,,,,6037,,2,,,,7,33935121,-118028668,7084,,,,,,100,261,LCR1YY,60375032.01,118225,3101,,96172,0,,,,1,,,1951,,,116000,442000,2016,326000,5352.37,,,6.0375E+13
9017,12793550,,,,2,3,,4,2,,,1014,1014,,,,,6037,,2,,,,7,33932170,-118030543,8309,,,,,,100,261,LCRA6000*,60375032.01,118225,3101,,96172,0,,,,1,,,1953,,,108711,354267,2016,245556,4360.08,,,6.0375E+13
9018,12793573,,,,3,4,,8,3,,,2003,2003,,,,,6037,,3,,,,2,33934195,-118032466,7090,,,,,,100,261,LCRA06,60375032.01,118225,3101,,96172,0,,,,1,,,1963,,,169070,288347,2016,119277,3669.94,,,6.0375E+13
9019,12793711,,,,1,3,,4,1,,,1047,1047,,,,,6037,,1,,,,7,33943712,-118031261,6066,,,,,,100,261,LCR1YY,60375032.02,118225,3101,,96173,0,,,,1,,,1950,,,72720,201265,2016,128545,2659.25,,,6.0375E+13
9020,12795513,,,,1,3,,4,1,,,1034,1034,,,,,6037,,1,,,,7,33943817,-118025267,6053,,,,,,100,261,LCR1YY,60375033.02,118225,3101,,96172,0,,,,1,,,1951,,,66262,200733,2016,134471,2574.31,,,6.0375E+13
9021,12795682,,,,1,2,,4,1,,,1241,1241,,,,,6037,,1,,,,7,33946338,-118022548,6411,,,,,,100,261,LCR1YY,60375033.02,118225,3101,,96172,0,,,,1,,,1951,,,84739,337111,2016,252372,4174.9,,,6.0375E+13
9022,12795782,,,,1,3,,4,1,,,1034,1034,,,,,6037,,1,,,,7,33945977,-118020445,5736,,,,,,100,261,LCR1YY,60375033.02,118225,3101,,96172,0,,,,1,,,1951,,,88854,197970,2016,109116,2544.3,,,6.0375E+13
9023,12795950,,,,2,3,,6,2,,,1606,1606,,,,,6037,,2,,,,7,33952770,-118018193,6156,,,,,,100,261,WHR1YY,60375019,14634,3101,,96173,0,,,,1,,,1950,,,123636,258709,2016,135073,3405.96,,,6.0375E+13
9024,12796173,,,,2,2,,6,2,,,1479,1479,,,,,6037,,2,,,,7,33948792,-118020986,5781,,,,,,100,261,WHR1YY,60375033.01,14634,3101,,96171,0,,,,1,,,1951,,,35302,71015,2016,35713,1184.08,,,6.0375E+13
9025,12796273,,,,2,2,,6,2,,,1189,1189,,,,,6037,,2,,,,7,33950281,-118020230,6281,1,,,,1,101,261,WHR1YY,60375033.01,14634,3101,,96171,0,,,,1,,,1950,,,38085,71197,2016,33112,1055.97,,,6.0375E+13
9026,12796841,,,,2,3,,6,2,,,1670,1670,,,,,6037,,2,,,,7,33954771,-118020385,5863,1,,,,1,101,261,WHR1YY,60375019,14634,3101,,96173,0,,,,1,,,1950,,,47194,79474,2016,32280,1264.48,,,6.0375E+13
9027,12797164,,,,2,3,,4,2,,,1605,1605,,,,,6037,,2,,,,7,33948247,-118028733,6217,,,,,,100,261,LCRA06,60375020.05,118225,3101,,96173,0,,,,1,,,1952,,,35801,68713,2016,32912,1134.97,,,6.0375E+13
9028,12797264,,,,2,3,,4,2,,,1253,1253,,,,,6037,,2,,,,7,33949490,-118028458,7096,,,,,,100,261,LCRA06,60375020.05,118225,3101,,96173,0,,,,1,,,1952,,,101498,235449,2016,133951,3051.74,,,6.0375E+13
9029,12798452,,,,1,2,,4,1,,,920,920,,,,,6037,,1,,,,7,33957415,-118027269,6237,,,,,,100,261,WHR1YY,60375019,14634,3101,,96173,0,,,,1,,,1949,,,70860,190836,2016,119976,2605.8,,,6.0375E+13
9030,12798475,,,,2,2,,6,2,,,1435,1435,,,,,6037,,2,,,,7,33957054,-118028460,6077,,,,,,100,261,WHR16000*,60375019,14634,3101,,96173,0,,,,1,,,1949,,,38139,71251,2016,33112,1087.83,,,6.0375E+13
9031,12798659,,,,1,2,,5,1,,,811,811,,,,,6037,,1,,,,7,33965051,-118041578,5009,,,,,,100,261,WHR1YY,60375020.03,14634,3101,,96174,0,,,,1,,,1961,,,10901,37068,2016,26167,998.7,,,6.0375E+13
9032,12799217,,,,1,2,,4,1,,,1074,1074,,,,,6037,,1,,,,7,33961614,-118037933,5931,,,,,,100,261,WHR1YY,60375020.03,14634,3101,,96170,0,,,,1,,,1950,,,99563,414196,2016,314633,5190.69,,,6.0375E+13
9033,12799340,,,,2,3,,4,2,,,1232,1232,,,,,6037,,2,,,,7,33958590,-118046491,10642,,,,,,100,261,WHR1YY,60375020.04,14634,3101,,96170,0,,,,1,,,1944,,,158379,396962,2016,238583,4768.76,,,6.0375E+13
9034,12799463,,,,1,2,,4,1,,,807,807,,,,,6037,,1,,,,7,33962941,-118044471,7156,,,,,,100,261,WHR1YY,60375020.04,14634,3101,,96170,0,,,,1,,,1949,,,46913,234570,2016,187657,3026.69,,,6.0375E+13
9035,12799486,,,,3,4,,4,3,,,1916,,,1916,,,6037,,3,,,,,33960900,-118043000,7535,,,,,,300,247,WHR2*,60375020.04,14634,3101,,96170,0,,,,3,,,1959,,,128361,400315,2016,271954,5030.08,,,6.0375E+13
9036,12799509,,,,3,4,,5,3,,,1722,,,1722,,,6037,,3,,,,7,33960396,-118042683,7510,,,,,,200,246,WHR2*,60375020.04,14634,3101,,96170,0,,,,2,,,1920,,,137058,401023,2016,263965,5063.62,,,6.0375E+13
9037,12799655,,,,1,3,,5,1,,,895,895,,,,,6037,,1,,,,7,33957079,-118042947,6061,,,,,,100,261,WHR1YY,60375020.04,14634,3101,,96170,0,,,,1,,,1948,,,72424,275268,2016,202844,3446.38,,,6.0375E+13
9038,12799755,,,,1,2,,5,1,,,869,869,,,,,6037,,1,,,,7,33958282,-118040527,5692,1,,,,1,101,261,WHR1YY,60375020.04,14634,3101,,96170,0,,,,1,,,1948,,,51212,168384,2016,117172,2248.57,,,6.0375E+13
9039,12799847,,,,1,2,,4,1,,,1342,1342,,,,,6037,,1,,,,7,33957108,-118041114,6065,,,,,,100,261,WHR1YY,60375020.04,14634,3101,,96170,0,,,,1,,,1950,,,109765,398678,2016,288913,4937.7,,,6.0375E+13
9040,12799954,1,,,2,3,,8,2,,,1979,1979,,,,,6037,,2,,,,2,33955246,-118041904,3008,,,,,,010D,269,WHR1*,60375020.04,14634,3101,,96170,0,,,,1,,,1991,,,163175,325893,2016,162718,3917.14,,,6.0375E+13
9041,12800389,,,,1,2,,4,1,,,854,854,,,,,6037,,1,,,,7,33949194,-118042077,5865,1,,,,1,101,261,LCR15000*,60375029.01,118225,3101,,96173,0,,,,1,,,1951,,,53263,249873,2016,196610,3230.2,,,6.0375E+13
9042,12800657,,,,2,3,,6,2,,,1784,1784,,,,,6037,,2,,,,2,33949426,-118048084,6082,,,,,,100,261,LCR106,60375029.02,118225,3101,,96173,0,,,,1,,,1959,,,128497,246978,2016,118481,3317.12,,,6.0375E+13
9043,12801615,,,,2,3,,6,2,,,1325,1325,,,,,6037,,2,,,,7,33962377,-118068428,5285,,,,,,100,261,LCRAYY,60375023.02,,3101,,96174,0,,,,1,,,1948,,,138496,251787,2016,113291,3281.35,,,6.0375E+13
9044,12801684,,,,1,2,,4,1,,,971,971,,,,,6037,,1,,,,7,33968821,-118055820,5516,,,,,,100,261,LCR1YY,60375021,396556,3101,,96174,0,,,,1,,,1949,,,71740,127731,2016,55991,1826.05,,,6.0375E+13
9045,12801722,,,,1,2,,4,1,,,821,821,,,,,6037,,1,,,,7,33971737,-118057579,5176,1,,,,1,101,261,LCR1*,60375021,396556,3101,,96174,0,,,,1,,,1950,,,50972,254327,2016,203355,3359.17,,,6.0375E+13
9046,12802083,,,,1,2,,4,1,,,736,736,,,,,6037,,1,,,,7,33968469,-118053333,5572,,,,,,100,261,LCR1YY,60375021,396556,3101,,96174,0,,,,1,,,1949,,,39926,199531,2016,159605,2650.8,,,6.0375E+13
9047,12802183,,,,1,2,,4,1,,,972,972,,,,,6037,,1,,,,7,33968861,-118050752,5536,,,,,,100,261,LCR1YY,60375021,14634,3101,,96174,0,,,,1,,,1949,,,73740,263134,2016,189394,3481.13,,,6.0375E+13
9048,12802349,1,,,2,3,,8,2,,,1500,1500,,,,,6037,,2,,,,2,33972695,-118051628,8828,,,,,,100,261,LCR1,60375021,14634,3101,,96174,0,,,,1,,,1997,,,174758,379578,2016,204820,4792.06,,,6.0375E+13
9049,12802487,,,,3,3,,8,3,,,1778,1778,,,,,6037,,3,,,,2,33983146,-118058854,9350,,,,,,100,261,LCR1YY,60375010.02,396556,3101,,96174,0,,,,1,,,1941,,,121976,192494,2016,70518,2625.76,,,6.0375E+13
9050,12802656,,,,2,3,,6,2,,,1166,1166,,,,,6037,,2,,,,7,33981158,-118060739,5754,,,,,,100,261,LCR1YY,60375010.02,396556,3101,,96174,0,,,,1,,,1949,,,124116,257059,2016,132943,3408.03,,,6.0375E+13
9051,12803017,1,,,1,2,,4,1,,,1190,1190,,,,,6037,,1,,,,2,33983876,-118055517,6001,,,,,,100,261,LCR1*,60375010.03,396556,3101,,96174,0,,,,1,,,1936,,,89000,373000,2016,284000,4738.42,,,6.0375E+13
9052,12803078,,,,2,2,,4,2,,,970,970,,,,,6037,,2,,,,7,33980430,-118054210,6888,,,,,,100,261,LCR1YY,60375010.03,396556,3101,,96174,0,,,,1,,,1929,,,77432,181062,2016,103630,2452.03,,,6.0375E+13
9053,12803247,,,,3,4,,6,3,,,1624,1624,,,,,6037,,3,,,,7,33978143,-118054795,5145,,,,,,100,261,LCRAYY,60375021,396556,3101,,96174,0,,,,1,,,1953,,,130903,291126,2016,160223,3733.86,,,6.0375E+13
9054,12803692,,,,1,3,,4,1,,,1290,1290,,,,,6037,,1,,,,7,33977654,-118060509,6551,,,,,,100,261,LCR1YY,60375010.02,396556,3101,,96174,0,,,,1,,,1947,,,87824,235473,2016,147649,3089.23,,,6.0375E+13
9055,12803792,,,,2,3,,6,2,,,1612,1612,,,,,6037,,2,,,,7,33976989,-118063641,6906,,,,,,100,261,LCR1YY,60375022,396556,3101,,96174,0,,,,1,,,1946,,,73925,171269,2016,97344,2367.95,,,6.0375E+13
9056,12803892,,,,1,3,,4,1,,,1569,1569,,,,,6037,,1,,,,7,33973748,-118063745,7248,,,,,,100,261,LCR1YY,60375022,396556,3101,,96174,0,,,,1,,,1947,,,123609,323613,2016,200004,4193.66,,,6.0375E+13
9057,12804030,,,,2,4,,6,2,,,1598,1598,,,,,6037,,2,,,,7,33972697,-118061694,6457,,,,,,100,261,LCR1YY,60375022,396556,3101,,96174,0,,,,1,,,1947,,,101569,253545,2016,151976,3307.94,,,6.0375E+13
9058,12804153,,,,2,3,,4,2,,,1662,1662,,,,,6037,,2,,,,7,33974792,-118061052,6672,,,,,,100,261,LCR1YY,60375022,396556,3101,,96174,0,,,,1,,,1947,,,113199,253611,2016,140412,3312.52,,,6.0375E+13
9059,12804253,,,,1,3,,4,1,,,1097,1097,,,,,6037,,1,,,,7,33975207,-118057338,5428,,,,,,100,261,LCR1*,60375021,396556,3101,,96174,0,,,,1,,,1951,,,41625,85494,2016,43869,1355.92,,,6.0375E+13
9060,12804520,,,,2,4,,6,2,,,1494,1494,,,,,6037,,2,,,,7,33986282,-118072376,5195,,,,,,100,261,LCRAYY,60375010.01,396556,3101,,96174,0,,,,1,,,1958,,,79044,98485,2016,19441,1517.75,,,6.0375E+13
9061,12804620,,,,1,3,,4,1,,,1501,1501,,,,,6037,,1,,,,7,33991409,-118070398,5487,,,,,,100,261,LCR1YY,60375010.01,396556,3101,,96174,0,,,,1,,,1949,,,72374,249574,2016,177200,3334.87,,,6.0375E+13
9062,12804666,,,,1,3,,4,1,,,1070,1070,,,,,6037,,1,,,,7,33989715,-118070278,6085,,,,,,100,261,LCR1YY,60375010.01,396556,3101,,96174,0,,,,1,,,1949,,,96646,240160,2016,143514,3210.74,,,6.0375E+13
9063,12804865,,,,1,2,,4,1,,,913,913,,,,,6037,,1,,,,7,33988905,-118067165,6431,,,,,,100,261,LCR1YY,60375010.01,396556,3101,,96174,0,,,,1,,,1941,,,49720,220665,2016,170945,2901.76,,,6.0375E+13
9064,12805203,1,,,3,3,,6,3,,,2044,2044,,,,,6037,,3,,,,2,33985286,-118064659,10891,1,,,,1,101,261,WHR1YY,60375010.02,14634,3101,,96174,0,,,,1,,,1950,,,188025,523350,2016,335325,6494.24,,,6.0375E+13
9065,12805303,,,,1,2,,4,1,,,902,902,,,,,6037,,1,,,,7,33988597,-118063881,5626,,,,,,100,261,WHR1*,60375010.02,14634,3101,,96174,0,,,,1,,,1944,,,36708,213291,2016,176583,2800.6,,,6.0375E+13
9066,12805403,,,,2,3,,4,2,,,1421,1421,,,,,6037,,2,,,,7,33987629,-118060366,6474,,,,,,100,261,WHR1YY,60375010.02,14634,3101,,96174,0,,,,1,,,1944,,,53648,76403,2016,22755,1293.72,,,6.0375E+13
9067,12805517,,,,1,2,,4,1,,,1017,1017,,,,,6037,,1,,,,7,33980253,-118073183,6862,,,,,,100,261,LCRAYY,60375022,396556,3101,,96174,0,,,,1,,,1949,,,67964,290583,2016,222619,3786.15,,,6.0375E+13
9068,12805808,,,,2,3,,6,2,,,1149,1149,,,,,6037,,2,,,,7,33975450,-118073427,11220,,,,,,100,261,LCR1YY,60375022.01,396556,3101,,96174,0,,,,1,,,1951,,,134927,439502,2016,304575,5444.53,,,6.0375E+13
9069,12805931,,,,1,2,,4,1,,,889,889,,,,,6037,,1,,,,7,33978023,-118071150,6359,,,,,,100,261,LCR1YY,60375022,396556,3101,,96174,0,,,,1,,,1949,,,37841,76069,2016,38228,1322.01,,,6.0375E+13
9070,12806054,,,,1,2,,4,1,,,996,996,,,,,6037,,1,,,,7,33978672,-118069794,5817,1,,,,1,101,261,LCR1YY,60375022,396556,3101,,96174,0,,,,1,,,1949,,,99013,280877,2016,181864,3594.13,,,6.0375E+13
9071,12806407,,,,3,7,,6,3,,,2626,2626,,,,,6037,,3,,,,7,33968346,-118085640,5672,,,,,,100,261,LCRA*,60375023.01,396556,3101,,96174,0,,,,1,,,1952,,,206150,368193,2016,162043,4773.81,,,6.0375E+13
9072,12806530,1,,,2,4,,4,2,,,1256,1256,,,,,6037,,2,,,,2,33972436,-118082072,5597,,,,,,100,261,LCR1*,60375023.01,396556,3101,,96174,0,,,,1,,,1952,,,86616,281386,2016,194770,3623.45,,,6.0375E+13
9073,12806630,,,,2,4,,4,2,,,1402,1402,,,,,6037,,2,,,,7,33969758,-118083784,5915,,,,,,100,261,LCRA*,60375023.01,396556,3101,,96174,0,,,,1,,,1952,,,85000,424000,2016,339000,5373.61,,,6.0375E+13
9074,12806868,1,,,2,3,,6,2,,,1401,1401,,,,,6037,,2,,,,2,33966653,-118081039,5696,,,,,,100,261,LCRA*,60375023.02,396556,3101,,96174,0,,,,1,,,1955,,,52952,74251,2016,21299,1217.42,,,6.0375E+13
9075,12806891,,,,1,3,,4,1,,,989,989,,,,,6037,,1,,,,7,33966516,-118085492,6883,,,,,,100,261,LCRA*,60375023.01,396556,3101,,96174,0,,,,1,,,1953,,,102596,181967,2016,79371,2463.33,,,6.0375E+13
9076,12807073,,,,1,3,,4,1,,,973,973,,,,,6037,,1,,,,7,33971384,-118075966,5136,,,,,,100,261,LCR1YY,60375023.02,396556,3101,,96174,0,,,,1,,,1950,,,80438,252909,2016,172471,3360.37,,,6.0375E+13
9077,12807142,,,,2,3,,6,2,,,1125,1125,,,,,6037,,2,,,,2,33968085,-118074947,5227,,,,,,100,261,LCRAYY,60375023.01,396556,3101,,96174,0,,,,1,,,1954,,,46077,185197,2016,139120,2579.55,,,6.0375E+13
9078,12807242,,,,1,3,,4,1,,,1340,1340,,,,,6037,,1,,,,7,33966694,-118072318,5781,,,,,,100,261,LCR1YY,60375023.01,396556,3101,,96174,0,,,,1,,,1950,,,107197,370414,2016,263217,4744.88,,,6.0375E+13
9079,12807342,,,,1,3,,6,1,,,1048,1048,,,,,6037,,1,,,,7,33964950,-118070417,5596,,,,,,100,261,LCR1YY,60375023.01,396556,3101,,96174,0,,,,1,,,1950,,,82356,249574,2016,167218,3326.17,,,6.0375E+13
9080,12807595,,,,1,3,,4,1,,,948,948,,,,,6037,,1,,,,7,33964545,-118070791,5168,,,,,,100,261,LCR1YY,60375023.01,396556,3101,,96174,0,,,,1,,,1950,,,76108,299857,2016,223749,3906.19,,,6.0375E+13
9081,12807862,,,,3,4,,4,3,,,1486,1486,,,,,6037,,3,,,,2,34051182,-117973419,6299,1,,,,1,101,261,LPR1YY,60374071.01,39306,3101,,96490,0,,,,1,,,1955,,,55529,70410,2016,14881,1224.6,,,6.03741E+13
9082,12807977,,,,2,4,,4,2,,,1246,1246,,,,,6037,,2,,,,2,34048352,-117980813,7151,,,,,,100,261,LPR1YY,60374071.02,39306,3101,,96490,0,,,,1,,,1955,,,32074,46955,2016,14881,938.96,,,6.03741E+13
9083,12808077,,,,2,4,,4,2,,,1644,1644,,,,,6037,,2,,,,2,34046562,-117982020,7848,,,,,,100,261,LPR1YY,60374071.02,39306,3101,,96490,0,,,,1,,,1955,,,104844,347088,2016,242244,4629.01,,,6.03741E+13
9084,12808461,,,,2,3,,6,2,,,1027,1027,,,,,6037,,2,,,,7,34047588,-117968642,6024,,,,,,100,261,LPR1YY,60374071.01,39306,3101,,96488,0,,,,1,,,1956,,,74391,130841,2016,56450,1876.99,,,6.03741E+13
9085,12808784,,,,2,4,,4,2,,,1257,1257,,,,,6037,,2,,,,7,34045683,-117974914,5905,,,,,,100,261,LPR1YY,60374071.02,39306,3101,,96490,0,,,,1,,,1955,,,87789,211787,2016,123998,2695.19,,,6.03741E+13
9086,12809129,,,,1,0,,4,1,,,323,323,,,,,6037,,1,,,,7,34046700,-117965000,189404,1,,,,1,010C,266,LPR3*,60374071.01,39306,3101,,96488,0,,,,1,,,1960,,,41607,62410,2016,20803,1027.86,Y,9,6.03741E+13
9087,12809413,,,,2,3,,4,2,,,994,994,,,,,6037,,2,,,,7,34044622,-117968098,6102,1,,,,1,101,261,LPR1YY,60374071.01,39306,3101,,96488,0,,,,1,,,1956,,,83680,233396,2016,149716,2997.08,,,6.03741E+13
9088,12809712,,,,2,3,,4,2,,,1350,1350,,,,,6037,,2,,,,2,34040503,-117971185,6108,,,,,,100,261,LPR1YY,60374071.02,39306,3101,,96488,0,,,,1,,,1956,,,33112,47993,2016,14881,848.48,,,6.03741E+13
